id,name,entity,country,sources,isMobile,isAnalysis,parameters,sensorType,lastUpdated,firstUpdated,measurements,bounds,manufacturers,coordinates.latitude,coordinates.longitude,province
953,Pickle Lake,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 46565, 'average': 0.030284638661868687, 'lastValue': 0.039, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2016-03-06T19:00:00+00:00,46565,"[-90.2175, 54.4494, -90.2175, 54.4494]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.4494,-90.2175,ON
285,Wagner2,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 33591, 'average': 0.004100339900111111, 'lastValue': 0.003, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 33606, 'average': 0.00035010053386951603, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2016-03-10T07:00:00+00:00,67197,"[-114.449722, 53.493889, -114.449722, 53.493889]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.493889,-114.449722,AB
287,St. Lina,,CA,,False,,"[{'id': 9, 'unit': 'ppm', 'count': 17146, 'average': 7.882414151925082e-05, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 18059, 'average': 6.899098577571943, 'lastValue': 2.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 17221, 'average': 0.0021537263048558783, 'lastValue': 0.001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 17242, 'average': 0.03261068834313403, 'lastValue': 0.04, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2016-03-10T07:00:00+00:00,69668,"[-111.50264, 54.216473, -111.50264, 54.216473]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.216473,-111.50264,AB
297,Steeper,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 31206, 'average': 0.0012619428571429014, 'lastValue': 0.0, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 31713, 'average': 9.670305023923226e-05, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 33369, 'average': 3.5947573918290496, 'lastValue': 1.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 31559, 'average': 0.035777163696518205, 'lastValue': 0.056, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2016-03-10T07:00:00+00:00,127847,"[-117.09111, 53.1325, -117.09111, 53.1325]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.1325,-117.09111,AB
7975,Vanderhoof Courthous,,CA,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 9064, 'average': 18.195972347460174, 'lastValue': 7.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-08-18T16:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 8788, 'average': 13.175986842105264, 'lastValue': 2.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-10-04T21:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-10-04T21:00:00+00:00,17852,"[-124.0061, 54.0163, -124.0061, 54.0163]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.0163,-124.0061,BC
8132,FREDERICTON-NEEDHAM,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 7121, 'average': 0.02983846971307113, 'lastValue': 0.019, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 6830, 'average': 6.411276595744683, 'lastValue': 3.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 7012, 'average': 0.0013156549520766737, 'lastValue': 0.0011, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2023-05-07T00:00:00+00:00,20963,"[-66.645562, 45.957344, -66.645562, 45.957344]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.957344,-66.645562,NB
8213,Castlegar Zinio Park,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 18840, 'average': 0.01919181902696038, 'lastValue': 0.03, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 19568, 'average': 14.762103692651996, 'lastValue': 13.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-07-23T17:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7201, 'average': 0.000685601265822786, 'lastValue': -0.0005, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 18864, 'average': 0.0011882726077202706, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 18677, 'average': 0.005261821036106803, 'lastValue': 0.0019, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 37552, 'average': 9.62633157579007, 'lastValue': 0.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-20T16:00:00+00:00,120702,"[-117.66152699999999, 49.317698, -117.66152699999999, 49.317698]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.317698,-117.66152699999999,BC
8567,FORT ST JOHN LEARNIN,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 17231, 'average': 0.006409065934065987, 'lastValue': 0.0077, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 17730, 'average': 0.02460451356605556, 'lastValue': 0.031, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 30182, 'average': 6.867819204332418, 'lastValue': 4.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2019-10-28T18:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 18453, 'average': 0.00037381428457168244, 'lastValue': 0.0007, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7113, 'average': 0.0006716123499142372, 'lastValue': -0.0002, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 18891, 'average': 19.163514147256528, 'lastValue': 16.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-08-03T18:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2019-10-28T18:00:00+00:00,109600,"[-120.85611100000001, 56.244722, -120.85611100000001, 56.244722]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",56.244722,-120.85611100000001,BC
8592,Edmonton Woodcroft,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 34256, 'average': 9.327343403689397, 'lastValue': 3.7, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-07-23T21:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-07-23T21:00:00+00:00,34256,"[-113.562583, 53.564411, -113.562583, 53.564411]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.564411,-113.562583,AB
8640,Joussard,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 4967, 'average': 0.035758503401360525, 'lastValue': 0.044, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2022-10-04T18:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2022-10-04T18:00:00+00:00,4967,"[-115.895667, 55.340367, -115.895667, 55.340367]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",55.340367,-115.895667,AB
8642,KITIMAT WHITESAIL,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7261, 'average': 0.0001736727272727274, 'lastValue': 0.0002, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 18193, 'average': 0.019524729960205104, 'lastValue': 0.034, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 38131, 'average': 4.000464597658428, 'lastValue': 1.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 17783, 'average': 0.0015487854080860732, 'lastValue': 0.0013, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 18055, 'average': 0.00046632443531824337, 'lastValue': -0.0005, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-20T16:00:00+00:00,99423,"[-128.639131, 54.066909, -128.639131, 54.066909]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.066909,-128.639131,BC
8644,Kamloops Federal Bui,,CA,,False,,"[{'id': 9, 'unit': 'ppm', 'count': 18888, 'average': 0.0004222196513959308, 'lastValue': 0.0004, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 18892, 'average': 0.020753566196314716, 'lastValue': 0.045, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7311, 'average': 0.002845716342692591, 'lastValue': 0.0003, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 39849, 'average': 8.54895449685163, 'lastValue': 0.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 18863, 'average': 0.010879112896994229, 'lastValue': 0.0012, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-20T16:00:00+00:00,103803,"[-120.33401599999999, 50.67477, -120.33401599999999, 50.67477]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",50.67477,-120.33401599999999,BC
8648,Kejimkujik Site B,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 37765, 'average': 0.029139437014869256, 'lastValue': 0.03, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2018-08-01T15:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-01T15:00:00+00:00,37765,"[-65.20277, 44.40298, -65.20277, 44.40298]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",44.40298,-65.20277,NS
8652,Kingston,,CA,,False,,"[{'id': 19840, 'unit': 'ppm', 'count': 5367, 'average': 0.0, 'lastValue': 0.002, 'parameter': 'nox', 'displayName': 'nox ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 19840, 'firstUpdated': '2023-07-30T19:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 5367, 'average': 0.0, 'lastValue': 0.0, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-07-30T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 5365, 'average': 0.002, 'lastValue': 0.002, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2023-07-16T16:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 39100, 'average': 5.871406371406372, 'lastValue': 1.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-07-23T21:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 38348, 'average': 0.029792294038437597, 'lastValue': 0.033, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2018-07-23T21:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-07-23T21:00:00+00:00,93547,"[-76.521128, 44.219867, -76.521128, 44.219867]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",44.219867,-76.521128,ON
8654,Kitimat Haisla Villa,,CA,,False,,"[{'id': 9, 'unit': 'ppm', 'count': 18679, 'average': 0.00037217222653217826, 'lastValue': 0.0002, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 38775, 'average': 3.567920792079208, 'lastValue': 2.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-20T16:00:00+00:00,57454,"[-128.650768, 53.973228, -128.650768, 53.973228]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.973228,-128.650768,BC
8683,EDMUNDSTON QUEEN ST.,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 28099, 'average': 5.944480445397708, 'lastValue': 3.7, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2019-10-28T18:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 12355, 'average': 0.0256228311983138, 'lastValue': 0.023, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2022-04-28T01:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 12286, 'average': 0.0039348502024291465, 'lastValue': 0.0021000000000000003, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-04-28T01:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2019-10-28T18:00:00+00:00,52740,"[-68.322302, 47.363195, -68.322302, 47.363195]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",47.363195,-68.322302,NB
8685,Duncan College Stree,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 18728, 'average': 0.018483549041010863, 'lastValue': 0.029, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 30374, 'average': 8.20332343724229, 'lastValue': 2.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2019-10-28T18:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7229, 'average': 0.0006740659340659319, 'lastValue': -0.0004, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 18726, 'average': 0.0033548903747473552, 'lastValue': 0.001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2019-10-28T18:00:00+00:00,75057,"[-123.717307, 48.786114, -123.717307, 48.786114]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",48.786114,-123.717307,BC
8717,PRINCE ALBERT,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 6484, 'average': 0.004789416846652229, 'lastValue': 0.015, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 33840, 'average': 8.672204427862448, 'lastValue': 8.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 33612, 'average': 0.02426862109500185, 'lastValue': 0.018, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2018-07-23T21:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-07-23T21:00:00+00:00,73936,"[-105.75203, 53.201694, -105.75203, 53.201694]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.201694,-105.75203,SK
8735,Pinehouse Lake,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 38803, 'average': 0.028462305410281805, 'lastValue': 0.047, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2018-07-23T21:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-07-23T21:00:00+00:00,38803,"[-106.72167, 55.50333, -106.72167, 55.50333]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",55.50333,-106.72167,SK
8743,Port Alberni Element,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 39370, 'average': 8.376490165507313, 'lastValue': 3.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2018-08-20T16:00:00+00:00,39370,"[-124.806628, 49.261014, -124.806628, 49.261014]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.261014,-124.806628,BC
8794,SQUAMISH ELEMENTARY,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 18850, 'average': 0.01675880172946294, 'lastValue': 0.035, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7184, 'average': 0.0016309798270893316, 'lastValue': 0.0, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 18884, 'average': 0.005310943943791113, 'lastValue': 0.0007, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 30082, 'average': 5.8696099674972775, 'lastValue': 2.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2019-10-28T18:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 18853, 'average': 0.00033343897348688163, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2019-10-28T18:00:00+00:00,93853,"[-123.15133, 49.70516, -123.15133, 49.70516]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.70516,-123.15133,BC
8799,Saint-Anicet,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 23965, 'average': 0.0269504058712334, 'lastValue': 0.029, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2020-07-15T14:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17146, 'average': 6.132739602169985, 'lastValue': 1.2, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-21T11:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-21T11:00:00+00:00,2020-07-15T14:00:00+00:00,41111,"[-74.2833, 45.1167, -74.2833, 45.1167]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.1167,-74.2833,QC
