Unnamed: 0,id,city,name,entity,country,sources,isMobile,isAnalysis,parameters,sensorType,lastUpdated,firstUpdated,measurements,bounds,manufacturers,coordinates.latitude,coordinates.longitude,province,pm25_average
14,953,ONTARIO,Pickle Lake,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 46548, 'average': 0.030284638661868687, 'lastValue': 0.048, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,46548,"[-90.2175, 54.4494, -90.2175, 54.4494]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.4494,-90.2175,ON,
15,285,ALBERTA,Wagner2,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 33575, 'average': 0.004100339900111111, 'lastValue': 0.002, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 33590, 'average': 0.00035010053386951603, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,67165,"[-114.449722, 53.493889, -114.449722, 53.493889]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.493889,-114.449722,AB,
16,297,ALBERTA,Steeper,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 31543, 'average': 0.035777163696518205, 'lastValue': 0.052, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 33352, 'average': 3.5947573918290496, 'lastValue': 1.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 31697, 'average': 9.670305023923226e-05, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 31190, 'average': 0.0012619428571429014, 'lastValue': 0.001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,127782,"[-117.09111, 53.1325, -117.09111, 53.1325]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.1325,-117.09111,AB,3.5947573918290496
17,394,ALBERTA,Edson,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 12757, 'average': 11.169175767030701, 'lastValue': 4.1, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2022-01-25T16:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 38574, 'average': 0.007049930405425494, 'lastValue': 0.004, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 38557, 'average': 0.0249279535489979, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,89888,"[-116.39280000000001, 53.5936, -116.39280000000001, 53.5936]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.5936,-116.3928,AB,11.169175767030701
18,429,PRINCE EDWARD ISLAND,SOUTHAMPTON,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 6916, 'average': 0.0004942502818489279, 'lastValue': 0.0005, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 6775, 'average': 5.326621923937363, 'lastValue': 4.1, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 6914, 'average': 0.00031084745762712066, 'lastValue': 0.0002, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 5591, 'average': 0.029338582677165284, 'lastValue': 0.037, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2023-05-07T00:00:00+00:00,26196,"[-62.5828, 46.3864, -62.5828, 46.3864]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.3864,-62.5828,PE,5.326621923937363
19,439,QUEBEC,Saint-Faustin-Lac-Ca,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 41076, 'average': 0.030529813612211482, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 41349, 'average': 5.0453882070064635, 'lastValue': 1.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,82425,"[-74.4819, 46.035, -74.4819, 46.035]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.035,-74.4819,QC,5.0453882070064635
20,447,QUEBEC,Saint-Hilaire-de-Dor,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 41810, 'average': 0.032430534093781875, 'lastValue': 0.045, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17301, 'average': 4.550744517642822, 'lastValue': 2.1, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,59111,"[-70.8597, 45.8156, -70.8597, 45.8156]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.8156,-70.8597,QC,4.550744517642822
21,450,QUEBEC,R�s. Faun. Ashuapmus,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 16693, 'average': 4.808941027266954, 'lastValue': 0.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 40811, 'average': 0.027595338620413357, 'lastValue': 0.031, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,57504,"[-72.7428, 48.8183, -72.7428, 48.8183]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",48.8183,-72.7428,QC,4.808941027266954
22,453,QUEBEC,Longueuil,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 18845, 'average': 7.557640644753463, 'lastValue': 1.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-18T17:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 44044, 'average': 0.026458696686220855, 'lastValue': 0.041, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,62889,"[-73.4939, 45.5231, -73.4939, 45.5231]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.5231,-73.4939,QC,7.557640644753463
23,468,QUEBEC,La Patrie - Ditton,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 44062, 'average': 0.029767314399600595, 'lastValue': 0.043, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17366, 'average': 4.532048001411806, 'lastValue': 2.3, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,61428,"[-71.2514, 45.3733, -71.2514, 45.3733]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.3733,-71.2514,QC,4.532048001411806
24,476,QUEBEC,Rouyn-Noranda - Parc,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 17871, 'average': 7.003119993254063, 'lastValue': 0.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 44653, 'average': 0.02734709456301514, 'lastValue': 0.025, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-11T17:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-11T17:00:00+00:00,62524,"[-78.9833, 48.2344, -78.9833, 48.2344]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",48.2344,-78.9833,QC,7.003119993254063
25,477,QUEBEC,Qu�bec - �cole Les P,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 43200, 'average': 8.870755352093708, 'lastValue': 3.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-11T15:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 43145, 'average': 0.024327504789658876, 'lastValue': 0.037, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-11T15:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 22155, 'average': 0.004219092755585838, 'lastValue': 0.001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2021-09-16T17:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-11T15:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-11T15:00:00+00:00,108500,"[-71.36972, 46.77417, -71.36972, 46.77417]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.77417,-71.36972,QC,8.870755352093708
26,481,QUEBEC,Parc de la Gatineau,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 36841, 'average': 0.026685140562248508, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-04-01T13:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 16771, 'average': 6.700008703977712, 'lastValue': 2.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-04-01T13:00:00+00:00,53612,"[-76.0178, 45.6222, -76.0178, 45.6222]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.6222,-76.0178,QC,6.700008703977712
27,487,QUEBEC,Deschambault,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 17653, 'average': 5.824654317766757, 'lastValue': 2.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 42828, 'average': 0.024775927947597594, 'lastValue': 0.037, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,60481,"[-71.9678, 46.6822, -71.9678, 46.6822]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.6822,-71.9678,QC,5.824654317766757
28,496,ALBERTA,Cold Lake South,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 23479, 'average': 8.269273743016784, 'lastValue': 4.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 22365, 'average': 0.02827138376161184, 'lastValue': 0.048, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,45844,"[-110.2331, 54.4138, -110.2331, 54.4138]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.4138,-110.2331,AB,8.269273743016784
29,498,QUEBEC,Gatineau - Hull,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 45107, 'average': 0.026874213674993368, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 18608, 'average': 7.573622141997602, 'lastValue': 2.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,63715,"[-75.7261, 45.4369, -75.7261, 45.4369]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.4369,-75.7261,QC,7.573622141997602
30,504,ALBERTA,Fort Saskatchewan,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 42109, 'average': 9.23692869190146, 'lastValue': 5.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 40666, 'average': 0.02515437788018343, 'lastValue': 0.044, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,82775,"[-113.2233, 53.6989, -113.2233, 53.6989]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.6989,-113.2233,AB,9.23692869190146
31,506,QUEBEC,Tingwick,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 18572, 'average': 5.471959977406607, 'lastValue': 3.1, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 45520, 'average': 0.030900213610008394, 'lastValue': 0.044, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,64092,"[-71.9492, 45.9075, -71.9492, 45.9075]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.9075,-71.9492,QC,5.471959977406607
32,519,QUEBEC,Notre-Dame-du-Rosair,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 31263, 'average': 0.02717221629734928, 'lastValue': 0.039, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 15185, 'average': 4.734232456140355, 'lastValue': 2.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,46448,"[-70.4528, 46.8508, -70.4528, 46.8508]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.8508,-70.4528,QC,4.734232456140355
33,523,QUEBEC,Laval - Chomedey,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 43879, 'average': 0.02601368149480021, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 17712, 'average': 7.654929929929921, 'lastValue': 2.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,61591,"[-73.7472, 45.5472, -73.7472, 45.5472]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.5472,-73.7472,QC,7.654929929929921
34,528,QUEBEC,Mont-Saint-Michel,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 45092, 'average': 0.024330431019118887, 'lastValue': 0.033, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-18T07:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 18124, 'average': 5.222057142857138, 'lastValue': 1.1, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,63216,"[-75.4319, 46.7686, -75.4319, 46.7686]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.7686,-75.4319,QC,5.222057142857138
35,531,QUEBEC,Charette,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 18419, 'average': 6.757485910316092, 'lastValue': 1.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2021-09-17T11:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 45068, 'average': 0.025467421951093732, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-31T08:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-31T08:00:00+00:00,63487,"[-72.8928, 46.4425, -72.8928, 46.4425]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.4425,-72.8928,QC,6.757485910316092
36,537,ALBERTA,Lethbridge,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 42189, 'average': 6.628619704379378, 'lastValue': 2.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 40068, 'average': 0.031900406504064525, 'lastValue': 0.041, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,82257,"[-112.8006, 49.7164, -112.8006, 49.7164]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.7164,-112.8006,AB,6.628619704379378
37,549,ALBERTA,Edmonton East,,CA,,False,,"[{'id': 2, 'unit': 'µg/m³', 'count': 41178, 'average': 9.134310761789619, 'lastValue': 4.6, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 39237, 'average': 0.012603804127882869, 'lastValue': 0.003, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 39509, 'average': 0.3015548910721725, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 39412, 'average': 0.0008389611136677428, 'lastValue': 0.0, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 39299, 'average': 0.02427003087221124, 'lastValue': 0.043, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,198635,"[-113.3681, 53.5472, -113.3681, 53.5472]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.5472,-113.3681,AB,9.134310761789619
38,554,ALBERTA,Carrot Creek,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 38801, 'average': 0.026266342821598235, 'lastValue': 0.048, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-10T07:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-10T07:00:00+00:00,38801,"[-115.8769, 53.6072, -115.8769, 53.6072]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.6072,-115.8769,AB,
40,686,PRINCE EDWARD ISLAND,WELLINGTON,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 48901, 'average': 0.00048130356232913447, 'lastValue': 0.0001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7122, 'average': 0.00014258064516129083, 'lastValue': 0.0003, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 49964, 'average': 4.369795761601376, 'lastValue': 3.3, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-12T04:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 49682, 'average': 0.026995267779950777, 'lastValue': 0.044, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,155669,"[-63.9869, 46.4783, -63.9869, 46.4783]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.4783,-63.9869,PE,4.369795761601376
