locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
1415,Flin Flon,pm25,-1.4,"{'utc': '2023-10-21T07:00:00+00:00', 'local': '2023-10-21T02:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,0.1,"{'utc': '2023-10-21T06:00:00+00:00', 'local': '2023-10-21T01:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-2.9,"{'utc': '2023-10-21T05:00:00+00:00', 'local': '2023-10-21T00:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-1.9,"{'utc': '2023-10-21T04:00:00+00:00', 'local': '2023-10-20T23:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,0.2,"{'utc': '2023-10-21T03:00:00+00:00', 'local': '2023-10-20T22:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-1.8,"{'utc': '2023-10-21T02:00:00+00:00', 'local': '2023-10-20T21:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,3.4,"{'utc': '2023-10-20T06:00:00+00:00', 'local': '2023-10-20T01:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-3.6,"{'utc': '2023-10-20T01:00:00+00:00', 'local': '2023-10-19T20:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,1.1,"{'utc': '2023-10-20T00:00:00+00:00', 'local': '2023-10-19T19:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-0.4,"{'utc': '2023-10-19T23:00:00+00:00', 'local': '2023-10-19T18:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-2.7,"{'utc': '2023-10-19T22:00:00+00:00', 'local': '2023-10-19T17:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-3.9,"{'utc': '2023-10-19T21:00:00+00:00', 'local': '2023-10-19T16:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-3.9,"{'utc': '2023-10-19T20:00:00+00:00', 'local': '2023-10-19T15:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-4.0,"{'utc': '2023-10-19T19:00:00+00:00', 'local': '2023-10-19T14:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-2.9,"{'utc': '2023-10-19T18:00:00+00:00', 'local': '2023-10-19T13:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-3.2,"{'utc': '2023-10-19T17:00:00+00:00', 'local': '2023-10-19T12:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-4.5,"{'utc': '2023-10-19T16:00:00+00:00', 'local': '2023-10-19T11:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-1.6,"{'utc': '2023-10-19T10:00:00+00:00', 'local': '2023-10-19T05:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,1.4,"{'utc': '2023-10-19T09:00:00+00:00', 'local': '2023-10-19T04:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,6.8,"{'utc': '2023-10-19T08:00:00+00:00', 'local': '2023-10-19T03:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,14.0,"{'utc': '2023-10-19T07:00:00+00:00', 'local': '2023-10-19T02:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,12.4,"{'utc': '2023-10-19T06:00:00+00:00', 'local': '2023-10-19T01:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,12.2,"{'utc': '2023-10-19T05:00:00+00:00', 'local': '2023-10-19T00:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,10.3,"{'utc': '2023-10-19T04:00:00+00:00', 'local': '2023-10-18T23:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,15.8,"{'utc': '2023-10-19T03:00:00+00:00', 'local': '2023-10-18T22:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,16.3,"{'utc': '2023-10-19T02:00:00+00:00', 'local': '2023-10-18T21:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,10.3,"{'utc': '2023-10-19T01:00:00+00:00', 'local': '2023-10-18T20:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,10.6,"{'utc': '2023-10-19T00:00:00+00:00', 'local': '2023-10-18T19:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,9.5,"{'utc': '2023-10-18T23:00:00+00:00', 'local': '2023-10-18T18:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,4.6,"{'utc': '2023-10-18T22:00:00+00:00', 'local': '2023-10-18T17:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
1415,Flin Flon,pm25,-2.0,"{'utc': '2023-10-18T21:00:00+00:00', 'local': '2023-10-18T16:00:00-05:00'}",µg/m³,"{'latitude': 54.76500000000001, 'longitude': -101.8753}",CA,,False,,Governmental Organization,reference grade
